RetractionYear,Reason,count
2021,+Concerns/Issues About Data;+Concerns/Issues About Image;+Updated to Retraction;,7
2021,+Concerns/Issues About Data;+Concerns/Issues About Results;+Unreliable Results;,7
2021,+Concerns/Issues About Data;+Duplication of Image;+Original Data not Provided;,7
2021,+Concerns/Issues About Data;+Investigation by Journal/Publisher;+Updated to Retraction;,7
2021,+Date of Retraction/Other Unknown;+Notice - Limited or No Information;,7
2021,+Duplication of Image;+Error in Image;,7
2021,+Error by Journal/Publisher;+Removed;,7
2021,+Fake Peer Review;+Updated to Retraction;,7
2021,+Civil Proceedings;+Lack of IRB/IACUC Approval;,6
2021,+Concerns/Issues About Authorship/Affiliation;+Date of Retraction/Other Unknown;+Fake Peer Review;,6
2021,+Concerns/Issues About Data;+Investigation by Company/Institution;+Updated to Retraction;,6
2021,+Date of Retraction/Other Unknown;+Error by Journal/Publisher;,6
2021,+Date of Retraction/Other Unknown;+Euphemisms for Plagiarism;+Plagiarism of Article;,6
2021,+Duplication of Image;+Investigation by Third Party;+Original Data not Provided;+Paper Mill;,6
2021,+Duplication of Image;+Original Data not Provided;+Unreliable Results;,6
2021,+Error in Analyses;+Error in Data;+Error in Results and/or Conclusions;,6
2021,+Error in Analyses;+Error in Methods;+Error in Results and/or Conclusions;,6
2021,+Error in Data;+Unreliable Results;,6
2021,+Error in Results and/or Conclusions;,6
2021,+Error in Text;+Retract and Replace;,6
2021,+Informed/Patient Consent - None/Withdrawn;,6
2021,+Investigation by Journal/Publisher;+Investigation by Third Party;+Randomly Generated Content;,6
2021,+Removed;,6
2021,+Unreliable Data;+Unreliable Results;,6
2021,+Author Unresponsive;+Concerns/Issues About Data;+Duplication of Image;+Investigation by Third Party;+Objections by Third Party;+Paper Mill;,5
2021,+Author Unresponsive;+Concerns/Issues About Image;+Date of Retraction/Other Unknown;+Investigation by Third Party;+Original Data not Provided;+Paper Mill;,5
2021,+Author Unresponsive;+Duplication of Image;+Investigation by Third Party;+Paper Mill;+Unreliable Results;,5
2021,+Concerns/Issues About Authorship/Affiliation;+Date of Retraction/Other Unknown;+Unreliable Results;,5
2021,+Concerns/Issues About Authorship/Affiliation;+False Affiliation;+Investigation by Company/Institution;,5
2021,+Concerns/Issues About Data;+Concerns/Issues About Image;,5
2021,+Concerns/Issues About Data;+Ethical Violations by Author;+Investigation by Company/Institution;+Misconduct - Official Investigation/Finding;+Misconduct by Author;,5
2021,+Concerns/Issues About Data;+Investigation by Third Party;+Paper Mill;,5
2021,+Concerns/Issues About Data;+Lack of Approval from Third Party;,5
2021,+Concerns/Issues About Image;+Investigation by Journal/Publisher;,5
2021,+Date of Retraction/Other Unknown;+Duplicate Publication through Error by Journal/Publisher;,5
2021,+Date of Retraction/Other Unknown;+Error in Analyses;+Error in Results and/or Conclusions;,5
2021,+Duplication of Image;+Investigation by Journal/Publisher;+Investigation by Third Party;+Paper Mill;+Unreliable Results;,5
2021,+Duplication of Image;+Manipulation of Images;,5
2021,+Error by Journal/Publisher;+Updated to Correction;,5
2021,+Error in Image;+Error in Text;+Updated to Retraction;,5
2021,+Euphemisms for Plagiarism;+False/Forged Authorship;+Plagiarism of Article;,5
2021,+False Affiliation;+False/Forged Authorship;,5
2021,+Investigation by Third Party;+Manipulation of Images;+Upgrade/Update of Prior Notice;,5
2021,+Lack of IRB/IACUC Approval;+Unreliable Results;,5
2021,+Plagiarism of Article;+Randomly Generated Content;,5
2021,+Randomly Generated Content;,5
2021,+Results Not Reproducible;+Unreliable Data;+Unreliable Results;,5
2021,+Author Unresponsive;+Concerns/Issues About Data;+Duplication of Data;+Duplication of Image;+Investigation by Third Party;+Paper Mill;,4
2021,+Author Unresponsive;+Concerns/Issues About Data;+Duplication of Image;+Investigation by Journal/Publisher;+Objections by Third Party;+Unreliable Results;,4
2021,+Author Unresponsive;+Concerns/Issues about Referencing/Attributions;+Concerns/Issues about Third Party Involvement;+Duplication of Article;+Ethical Violations by Author;+Investigation by Third Party;+Plagiarism of Article;,4
2021,+Cites Retracted Work;,4
2021,+Concerns/Issues About Authorship/Affiliation;+Concerns/Issues About Data;+Date of Retraction/Other Unknown;+Unreliable Results;,4
2021,+Concerns/Issues About Data;+Concerns/Issues About Results;+Updated to Retraction;,4
2021,+Concerns/Issues About Data;+Date of Retraction/Other Unknown;+Investigation by Third Party;+Paper Mill;+Unreliable Results;,4
2021,+Concerns/Issues About Data;+Investigation by Company/Institution;+Original Data not Provided;+Upgrade/Update of Prior Notice;,4
2021,+Concerns/Issues About Data;+Original Data not Provided;,4
2021,+Concerns/Issues About Data;+Unreliable Results;,4
2021,+Concerns/Issues About Image;+Duplication of Image;+Investigation by Third Party;+Objections by Author(s);,4
2021,+Concerns/Issues About Image;+Investigation by Third Party;+Paper Mill;+Updated to Retraction;,4
2021,+Concerns/Issues with Peer Review;+Investigation by Journal/Publisher;+Unreliable Results;,4
2021,+Conflict of Interest;,4
2021,+Contamination of Materials (General);+Results Not Reproducible;,4
2021,+Copyright Claims;+Duplication of Article;,4
2021,+Copyright Claims;+Lack of Approval from Company/Institution;,4
2021,+Copyright Claims;+Lack of Approval from Third Party;,4
2021,+Date of Retraction/Other Unknown;+False/Forged Authorship;+Lack of Approval from Author;,4
2021,+Date of Retraction/Other Unknown;+Notice - Lack of;,4
2021,+Duplication of Image;+Investigation by Company/Institution;,4
2021,+Duplication of Image;+Investigation by Journal/Publisher;+Objections by Third Party;+Original Data not Provided;+Paper Mill;,4
2021,+Duplication of Image;+Investigation by Journal/Publisher;+Objections by Third Party;+Unreliable Image;,4
2021,+Duplication of Image;+Investigation by Third Party;,4
2021,+Error in Analyses;+Error in Results and/or Conclusions;+Retract and Replace;,4
2021,+Error in Data;+Error in Methods;+Unreliable Results;,4
2021,+Error in Methods;+Results Not Reproducible;,4
2021,+Error in Results and/or Conclusions;+Error in Text;,4
2021,+Euphemisms for Plagiarism;+Objections by Author(s);+Plagiarism of Article;,4
2021,+Fake Peer Review;+Investigation by Journal/Publisher;+Misconduct by Author;,4
2021,+Investigation by Journal/Publisher;+Randomly Generated Content;,4
2021,+Plagiarism of Article;+Taken from Dissertation/Thesis;,4
2021,+Author Unresponsive;+Concerns/Issues About Data;+Duplication of Image;,3
2021,+Author Unresponsive;+Duplication of Image;+Investigation by Journal/Publisher;+Objections by Third Party;+Paper Mill;,3
2021,+Author Unresponsive;+Euphemisms for Plagiarism;+Plagiarism of Text;,3
2021,+Bias Issues or Lack of Balance;+Concerns/Issues About Data;+Concerns/Issues About Results;+Error in Analyses;+Error in Data;+Error in Results and/or Conclusions;+Ethical Violations by Author;,3
2021,+Concerns/Issues About Authorship/Affiliation;,3
2021,+Concerns/Issues About Authorship/Affiliation;+Concerns/Issues About Data;+Concerns/Issues About Results;+Investigation by Company/Institution;+Investigation by Journal/Publisher;+Upgrade/Update of Prior Notice;,3
2021,+Concerns/Issues About Authorship/Affiliation;+False Affiliation;+False/Forged Authorship;,3
2021,+Concerns/Issues About Authorship/Affiliation;+Investigation by Company/Institution;,3
2021,+Concerns/Issues About Data;+Concerns/Issues About Image;+Concerns/Issues About Results;+Objections by Third Party;,3
2021,+Concerns/Issues About Data;+Concerns/Issues About Image;+Duplication of Image;+Unreliable Results;,3
2021,+Concerns/Issues About Data;+Concerns/Issues About Image;+Original Data not Provided;,3
2021,+Concerns/Issues About Data;+Concerns/Issues About Results;+Investigation by Company/Institution;+Investigation by Journal/Publisher;+Investigation by Third Party;+Unreliable Results;,3
2021,+Concerns/Issues About Data;+Concerns/Issues About Results;+Investigation by Journal/Publisher;+Investigation by Third Party;+Unreliable Results;,3
2021,+Concerns/Issues About Data;+Concerns/Issues About Results;+Results Not Reproducible;,3
2021,+Concerns/Issues About Data;+Date of Retraction/Other Unknown;+Duplication of Image;+Investigation by Third Party;+Manipulation of Images;,3
2021,+Concerns/Issues About Data;+Date of Retraction/Other Unknown;+Unreliable Results;,3
2021,+Concerns/Issues About Data;+Duplication of Data;+Duplication of Image;,3
2021,+Concerns/Issues About Data;+Duplication of Image;+Investigation by Third Party;,3
2021,+Concerns/Issues About Data;+Duplication of Image;+Unreliable Results;,3
2021,+Concerns/Issues About Data;+Error in Analyses;+Original Data not Provided;,3
2021,+Concerns/Issues About Data;+Investigation by Journal/Publisher;+Lack of Approval from Third Party;+Updated to Retraction;,3
2021,+Concerns/Issues About Data;+Investigation by Journal/Publisher;+Lack of Approval from Third Party;+Upgrade/Update of Prior Notice;,3
2021,+Concerns/Issues About Data;+Investigation by Third Party;+Paper Mill;+Unreliable Results;,3
2021,+Concerns/Issues About Data;+Objections by Third Party;+Unreliable Results;,3
2021,+Concerns/Issues About Image;+Unreliable Data;,3
2021,+Concerns/Issues About Results;,3
2021,+Concerns/Issues about Referencing/Attributions;,3
2021,+Concerns/Issues about Referencing/Attributions;+Date of Retraction/Other Unknown;+Euphemisms for Plagiarism;+False/Forged Authorship;+Investigation by Journal/Publisher;+Plagiarism of Article;,3
2021,+Concerns/Issues about Referencing/Attributions;+Date of Retraction/Other Unknown;+Euphemisms for Plagiarism;+Investigation by Journal/Publisher;+Plagiarism of Text;,3
2021,+Concerns/Issues with Peer Review;+Doing the Right Thing;+Error by Journal/Publisher;+Rogue Editor;+Removed;,3
2021,+Date of Retraction/Other Unknown;+Duplication of Image;+Manipulation of Images;+Unreliable Data;,3
2021,+Date of Retraction/Other Unknown;+Error in Analyses;,3
2021,+Date of Retraction/Other Unknown;+Fake Peer Review;+Investigation by Journal/Publisher;+Rogue Editor;+Unreliable Results;,3
2021,+Date of Retraction/Other Unknown;+Notice - Lack of;+Removed;,3
2021,+Duplication of Article;+False/Forged Authorship;,3
2021,+Duplication of Article;+Investigation by Journal/Publisher;,3
2021,+Duplication of Article;+Objections by Author(s);,3
2021,+Duplication of Data;+Duplication of Image;+Objections by Third Party;+Paper Mill;,3
2021,+Duplication of Image;+Falsification/Fabrication of Data;+Investigation by Company/Institution;+Investigation by Third Party;+Manipulation of Images;+Misconduct - Official Investigation/Finding;+Misconduct by Author;+Paper Mill;+Unreliable Results;,3
2021,+Duplication of Image;+Investigation by Company/Institution;+Manipulation of Images;+Misconduct - Official Investigation/Finding;+Misconduct by Author;,3
2021,+Duplication of Image;+Investigation by Third Party;+Objections by Third Party;+Paper Mill;+Unreliable Results;,3
2021,+Duplication of Image;+Investigation by Third Party;+Paper Mill;+Upgrade/Update of Prior Notice;,3
2021,+Duplication of Image;+Objections by Third Party;+Paper Mill;,3
2021,+Duplication of Image;+Plagiarism of Image;+Unreliable Data;,3
2021,+Error in Analyses;+Error in Data;,3
2021,+Error in Analyses;+Error in Data;+Error in Methods;+Error in Results and/or Conclusions;,3
2021,+Error in Analyses;+Error in Data;+Unreliable Results;,3
2021,+Error in Analyses;+Error in Methods;+Error in Results and/or Conclusions;+Retract and Replace;,3
2021,+Error in Data;+Error in Materials;+Error in Methods;+Error in Results and/or Conclusions;+Unreliable Results;,3
2021,+Error in Data;+Error in Methods;,3
2021,+Error in Data;+Error in Results and/or Conclusions;,3
2021,+Error in Data;+Falsification/Fabrication of Data;+Falsification/Fabrication of Results;+Investigation by ORI;+Misconduct - Official Investigation/Finding;+Misconduct by Author;+Results Not Reproducible;+Unreliable Results;,3
2021,+Error in Image;+Investigation by Third Party;+Manipulation of Images;,3
2021,+Error in Methods;+Error in Results and/or Conclusions;,3
2021,+Error in Methods;+Error in Results and/or Conclusions;+Updated to Retraction;,3
2021,+Error in Methods;+Unreliable Results;,3
2021,+Error in Text;+Lack of Approval from Company/Institution;,3
2021,+Ethical Violations by Author;,3
2021,+Fake Peer Review;+Upgrade/Update of Prior Notice;,3
2021,+False Affiliation;,3
2021,+False Affiliation;+Investigation by Company/Institution;,3
2021,+False/Forged Authorship;+Lack of Approval from Author;,3
2021,+False/Forged Authorship;+Unreliable Results;,3
2021,+Falsification/Fabrication of Data;+Investigation by Company/Institution;+Manipulation of Results;+Misconduct - Official Investigation/Finding;+Misconduct by Author;,3
2021,+Falsification/Fabrication of Data;+Investigation by Journal/Publisher;+Objections by Third Party;,3
2021,+Falsification/Fabrication of Image;+Investigation by Third Party;,3
2021,+Informed/Patient Consent - None/Withdrawn;+Removed;,3
2021,+Investigation by Company/Institution;+Plagiarism of Article;,3
2021,+Investigation by Journal/Publisher;+Removed;,3
2021,+Lack of Approval from Author;,3
2021,+Manipulation of Images;+Original Data not Provided;,3
2021,+Notice - Unable to Access via current resources;,3
2021,+Plagiarism of Article;+Upgrade/Update of Prior Notice;,3
2021,+Plagiarism of Image;,3
2021,+Updated to Retraction;,3
2021,+Author Unresponsive;+Concerns/Issues About Authorship/Affiliation;+Contamination of Materials (General);+Error in Data;+Lack of Approval from Author;+Unreliable Results;,2
2021,+Author Unresponsive;+Concerns/Issues About Data;+Concerns/Issues About Image;+Error in Materials;+Investigation by Third Party;+Paper Mill;+Unreliable Results;,2
2021,+Author Unresponsive;+Concerns/Issues About Data;+Concerns/Issues About Results;+Duplication of Image;+Investigation by Journal/Publisher;+Unreliable Results;,2
2021,+Author Unresponsive;+Concerns/Issues About Data;+Duplication of Image;+Investigation by Third Party;+Paper Mill;,2
2021,+Author Unresponsive;+Concerns/Issues About Data;+Duplication of Image;+Investigation by Third Party;+Paper Mill;+Unreliable Results;,2
2021,+Author Unresponsive;+Concerns/Issues About Data;+Duplication of Image;+Paper Mill;,2
2021,+Author Unresponsive;+Concerns/Issues About Data;+Duplication of Image;+Unreliable Results;,2
2021,+Author Unresponsive;+Concerns/Issues About Data;+Unreliable Results;,2
2021,+Author Unresponsive;+Copyright Claims;+Euphemisms for Plagiarism;+Plagiarism of Image;+Upgrade/Update of Prior Notice;,2
2021,+Author Unresponsive;+Duplication of Article;,2
2021,+Author Unresponsive;+Duplication of Image;+Investigation by Journal/Publisher;+Investigation by Third Party;+Paper Mill;+Unreliable Results;,2
2021,+Author Unresponsive;+Duplication of Image;+Investigation by Third Party;+Paper Mill;+Upgrade/Update of Prior Notice;,2
2021,+Author Unresponsive;+False Affiliation;+False/Forged Authorship;,2
2021,+Breach of Policy by Author;+Lack of Approval from Third Party;+Original Data not Provided;,2
2021,+Breach of Policy by Author;+Lack of Approval from Third Party;+Removed;,2
2021,+Concerns/Issues About Authorship/Affiliation;+Concerns/Issues About Data;+Concerns/Issues About Image;+Concerns/Issues About Results;+Concerns/Issues about Referencing/Attributions;+Investigation by Journal/Publisher;+Investigation by Third Party;,2
2021,+Concerns/Issues About Authorship/Affiliation;+Date of Retraction/Other Unknown;+Lack of Approval from Author;,2
2021,+Concerns/Issues About Data;+Concerns/Issues About Image;+Concerns/Issues About Results;,2
2021,+Concerns/Issues About Data;+Concerns/Issues About Image;+Duplication of Image;+Lack of IRB/IACUC Approval;+Unreliable Data;,2
2021,+Concerns/Issues About Data;+Concerns/Issues About Image;+Falsification/Fabrication of Image;+Manipulation of Images;,2
2021,+Concerns/Issues About Data;+Concerns/Issues About Image;+Investigation by Journal/Publisher;+Investigation by Third Party;,2
2021,+Concerns/Issues About Data;+Concerns/Issues About Image;+Objections by Third Party;+Unreliable Results;,2
2021,+Concerns/Issues About Data;+Concerns/Issues About Image;+Unreliable Results;,2
2021,+Concerns/Issues About Data;+Concerns/Issues About Results;+Duplication of Image;,2
2021,+Concerns/Issues About Data;+Concerns/Issues About Results;+Duplication of Image;+Unreliable Data;,2
2021,+Concerns/Issues About Data;+Concerns/Issues About Results;+Error in Text;,2
2021,+Concerns/Issues About Data;+Concerns/Issues About Results;+Investigation by Journal/Publisher;+Updated to Retraction;,2
2021,+Concerns/Issues About Data;+Concerns/Issues About Results;+Lack of IRB/IACUC Approval;,2
2021,+Concerns/Issues About Data;+Concerns/Issues About Results;+Objections by Third Party;,2
2021,+Concerns/Issues About Data;+Concerns/Issues About Results;+Objections by Third Party;+Removed;,2
2021,+Concerns/Issues About Data;+Concerns/Issues About Results;+Original Data not Provided;+Unreliable Results;,2
2021,+Concerns/Issues About Data;+Concerns/Issues About Results;+Plagiarism of Article;,2
2021,+Concerns/Issues About Data;+Concerns/Issues About Results;+Removed;,2
2021,+Concerns/Issues About Data;+Concerns/Issues About Results;+Salami Slicing;,2
2021,+Concerns/Issues About Data;+Conflict of Interest;+Copyright Claims;,2
2021,+Concerns/Issues About Data;+Copyright Claims;+Lack of Approval from Company/Institution;,2
2021,+Concerns/Issues About Data;+Doing the Right Thing;+Investigation by Company/Institution;+Investigation by Journal/Publisher;+Results Not Reproducible;,2
2021,+Concerns/Issues About Data;+Duplication of Image;+Error in Image;+Manipulation of Images;+Original Data not Provided;,2
2021,+Concerns/Issues About Data;+Duplication of Image;+Investigation by Company/Institution;+Investigation by Third Party;,2
2021,+Concerns/Issues About Data;+Duplication of Image;+Investigation by Company/Institution;+Original Data not Provided;,2
2021,+Concerns/Issues About Data;+Duplication of Image;+Investigation by Journal/Publisher;+Unreliable Results;,2
2021,+Concerns/Issues About Data;+Duplication of Image;+Manipulation of Images;,2
2021,+Concerns/Issues About Data;+Duplication of Image;+Objections by Third Party;+Unreliable Results;,2
2021,+Concerns/Issues About Data;+Duplication of Image;+Upgrade/Update of Prior Notice;,2
2021,+Concerns/Issues About Data;+Error in Data;,2
2021,+Concerns/Issues About Data;+Error in Data;+Error in Methods;+Error in Results and/or Conclusions;,2
2021,+Concerns/Issues About Data;+Error in Data;+Original Data not Provided;,2
2021,+Concerns/Issues About Data;+Error in Image;+Falsification/Fabrication of Image;+Investigation by Company/Institution;+Upgrade/Update of Prior Notice;,2
2021,+Concerns/Issues About Data;+Error in Methods;+Objections by Author(s);+Retract and Replace;+Unreliable Results;,2
2021,+Concerns/Issues About Data;+Investigation by Company/Institution;+Misconduct - Official Investigation/Finding;+Misconduct by Author;+Unreliable Data;,2
2021,+Concerns/Issues About Data;+Investigation by Company/Institution;+Unreliable Results;,2
2021,+Concerns/Issues About Data;+Investigation by Journal/Publisher;+Objections by Third Party;,2
2021,+Concerns/Issues About Data;+Lack of IRB/IACUC Approval;+Unreliable Data;,2
2021,+Concerns/Issues About Data;+Objections by Third Party;+Paper Mill;+Unreliable Results;,2
2021,+Concerns/Issues About Data;+Objections by Third Party;+Updated to Retraction;,2
2021,+Concerns/Issues About Data;+Original Data not Provided;+Unreliable Data;,2
2021,+Concerns/Issues About Data;+Results Not Reproducible;,2
2021,+Concerns/Issues About Data;+Unreliable Data;+Updated to Correction;,2
2021,+Concerns/Issues About Image;+Concerns/Issues About Results;+Error in Image;+Investigation by Journal/Publisher;,2
2021,+Concerns/Issues About Image;+False/Forged Authorship;+Original Data not Provided;,2
2021,+Concerns/Issues About Image;+Investigation by Journal/Publisher;+Objections by Third Party;+Original Data not Provided;,2
2021,+Concerns/Issues About Image;+Original Data not Provided;,2
2021,+Concerns/Issues About Image;+Updated to Correction;,2
2021,+Concerns/Issues About Image;+Updated to Retraction;,2
2021,+Concerns/Issues About Results;+Duplication of Image;,2
2021,+Concerns/Issues About Results;+Fake Peer Review;+Investigation by Journal/Publisher;+Rogue Editor;,2
2021,+Concerns/Issues About Results;+Objections by Third Party;+Paper Mill;+Unreliable Results;,2
2021,+Concerns/Issues About Results;+Removed;,2
2021,+Concerns/Issues About Results;+Updated to Retraction;,2
2021,+Concerns/Issues about Referencing/Attributions;+Error in Text;+Unreliable Results;,2
2021,+Concerns/Issues about Referencing/Attributions;+Ethical Violations by Author;,2
2021,+Concerns/Issues about Referencing/Attributions;+Fake Peer Review;+Rogue Editor;+Unreliable Results;,2
2021,+Concerns/Issues about Referencing/Attributions;+Lack of Approval from Company/Institution;,2
2021,+Conflict of Interest;+Date of Retraction/Other Unknown;+Fake Peer Review;,2
2021,+Contamination of Cell Lines/Tissues;+Results Not Reproducible;,2
2021,+Date of Retraction/Other Unknown;+Error in Analyses;+Error in Data;+Unreliable Data;,2
2021,+Date of Retraction/Other Unknown;+Investigation by Journal/Publisher;+Plagiarism of Article;,2
2021,+Date of Retraction/Other Unknown;+Plagiarism of Article;+Removed;,2
2021,+Duplicate Publication through Error by Journal/Publisher;+Removed;,2
2021,+Duplication of Article;+Euphemisms for Duplication;+Objections by Author(s);,2
2021,+Duplication of Article;+Fake Peer Review;,2
2021,+Duplication of Article;+Investigation by Third Party;+Unreliable Results;,2
2021,+Duplication of Article;+Plagiarism of Article;,2
2021,+Duplication of Article;+Removed;,2
2021,+Duplication of Data;,2
2021,+Duplication of Data;+Investigation by Journal/Publisher;+Unreliable Results;,2
2021,+Duplication of Data;+Original Data not Provided;,2
2021,+Duplication of Image;+Duplication of Text;,2
2021,+Duplication of Image;+Error in Data;+Error in Image;+Investigation by Company/Institution;,2
2021,+Duplication of Image;+Error in Image;+Unreliable Data;,2
2021,+Duplication of Image;+Error in Image;+Updated to Retraction;,2
2021,+Duplication of Image;+Falsification/Fabrication of Image;+Investigation by Company/Institution;+Original Data not Provided;,2
2021,+Duplication of Image;+Investigation by Journal/Publisher;+Investigation by Third Party;+Paper Mill;,2
2021,+Duplication of Image;+Investigation by Journal/Publisher;+Manipulation of Images;+Objections by Author(s);+Original Data not Provided;+Upgrade/Update of Prior Notice;,2
2021,+Duplication of Image;+Investigation by Journal/Publisher;+Unreliable Data;+Unreliable Results;+Upgrade/Update of Prior Notice;,2
2021,+Duplication of Image;+Investigation by Journal/Publisher;+Upgrade/Update of Prior Notice;,2
2021,+Duplication of Image;+Investigation by Third Party;+Manipulation of Images;+Original Data not Provided;+Paper Mill;,2
2021,+Duplication of Image;+Investigation by Third Party;+Manipulation of Images;+Paper Mill;,2
2021,+Duplication of Image;+Investigation by Third Party;+Original Data not Provided;+Paper Mill;+Unreliable Results;,2
2021,+Duplication of Image;+Objections by Author(s);+Original Data not Provided;+Upgrade/Update of Prior Notice;,2
2021,+Duplication of Image;+Unreliable Data;+Unreliable Results;+Upgrade/Update of Prior Notice;,2
2021,+Duplication of Image;+Unreliable Results;,2
2021,+Duplication of Image;+Upgrade/Update of Prior Notice;,2
2021,+Duplication of Text;+Euphemisms for Duplication;,2
2021,+Duplication of Text;+Lack of IRB/IACUC Approval;+Original Data not Provided;+Plagiarism of Text;,2
2021,+Error by Journal/Publisher;+Error in Text;,2
2021,+Error by Third Party;+Error in Data;+Error in Results and/or Conclusions;,2
2021,+Error in Analyses;+Error in Data;+Error in Image;,2
2021,+Error in Analyses;+Error in Methods;+Error in Results and/or Conclusions;+Unreliable Results;,2
2021,+Error in Analyses;+Error in Methods;+Unreliable Results;,2
2021,+Error in Analyses;+Error in Results and/or Conclusions;+Objections by Third Party;,2
2021,+Error in Analyses;+Error in Results and/or Conclusions;+Results Not Reproducible;,2
2021,+Error in Analyses;+Investigation by Journal/Publisher;,2
2021,+Error in Analyses;+Plagiarism of Article;+Unreliable Results;,2
2021,+Error in Data;+Error in Methods;+Error in Results and/or Conclusions;,2
2021,+Error in Data;+Error in Methods;+Error in Results and/or Conclusions;+Upgrade/Update of Prior Notice;,2
2021,+Error in Data;+Error in Methods;+Retract and Replace;+Unreliable Results;,2
2021,+Error in Data;+Error in Text;+Upgrade/Update of Prior Notice;,2
2021,+Error in Image;+Error in Methods;+Unreliable Results;,2
2021,+Error in Image;+Investigation by Company/Institution;,2
2021,+Error in Materials;+Error in Methods;,2
2021,+Error in Methods;+Lack of IRB/IACUC Approval;+Results Not Reproducible;,2
2021,+Error in Methods;+Results Not Reproducible;+Unreliable Data;,2
2021,+Error in Methods;+Unreliable Data;+Unreliable Results;,2
2021,+Error in Text;+Lack of Approval from Company/Institution;+Removed;,2
2021,+Ethical Violations by Author;+Investigation by Company/Institution;+Lack of IRB/IACUC Approval;,2
2021,+Ethical Violations by Author;+Notice - Limited or No Information;,2
2021,+Euphemisms for Plagiarism;+Plagiarism of Article;+Plagiarism of Data;,2
2021,+Euphemisms for Plagiarism;+Plagiarism of Article;+Plagiarism of Image;+Plagiarism of Text;,2
2021,+Euphemisms for Plagiarism;+Plagiarism of Article;+Taken from Dissertation/Thesis;,2
2021,+Euphemisms for Plagiarism;+Plagiarism of Data;,2
2021,+Fake Peer Review;+False Affiliation;+False/Forged Authorship;+Plagiarism of Article;,2
2021,+Fake Peer Review;+Falsification/Fabrication of Data;,2
2021,+Fake Peer Review;+Investigation by Journal/Publisher;+Randomly Generated Content;+Rogue Editor;+Updated to Retraction;,2
2021,+Fake Peer Review;+Investigation by Journal/Publisher;+Updated to Retraction;,2
2021,+Fake Peer Review;+Retract and Replace;,2
2021,+Fake Peer Review;+Rogue Editor;+Updated to Retraction;,2
2021,+False Affiliation;+False/Forged Authorship;+Plagiarism of Article;,2
2021,+False/Forged Authorship;+Lack of Approval from Company/Institution;,2
2021,+Falsification/Fabrication of Data;+Falsification/Fabrication of Image;+Investigation by Company/Institution;+Investigation by ORI;+Misconduct - Official Investigation/Finding;+Misconduct by Author;,2
2021,+Falsification/Fabrication of Data;+Investigation by Company/Institution;,2
2021,+Falsification/Fabrication of Data;+Investigation by Company/Institution;+Misconduct - Official Investigation/Finding;+Misconduct by Author;,2
2021,+Falsification/Fabrication of Data;+Plagiarism of Data;,2
2021,+Falsification/Fabrication of Image;+Investigation by Company/Institution;+Manipulation of Images;+Objections by Author(s);,2
2021,+Falsification/Fabrication of Image;+Investigation by Company/Institution;+Plagiarism of Article;,2
2021,+Falsification/Fabrication of Image;+Plagiarism of Data;+Plagiarism of Image;+Plagiarism of Text;,2
2021,+Investigation by Company/Institution;+Investigation by Journal/Publisher;+Plagiarism of Article;,2
2021,+Investigation by Company/Institution;+Misconduct - Official Investigation/Finding;+Misconduct by Author;+Plagiarism of Article;+Taken from Dissertation/Thesis;,2
2021,+Investigation by Company/Institution;+Misconduct - Official Investigation/Finding;+Misconduct by Author;+Upgrade/Update of Prior Notice;,2
2021,+Investigation by Journal/Publisher;+Lack of IRB/IACUC Approval;+Upgrade/Update of Prior Notice;,2
2021,+Investigation by Journal/Publisher;+Legal Reasons/Legal Threats;+Misconduct by Author;+Plagiarism of Article;+Plagiarism of Data;+Plagiarism of Image;,2
2021,+Investigation by Journal/Publisher;+Plagiarism of Data;,2
2021,+Investigation by Third Party;+Manipulation of Images;+Paper Mill;,2
2021,+Investigation by Third Party;+Paper Mill;,2
2021,+Lack of Approval from Author;+Lack of Approval from Third Party;,2
2021,+Lack of Approval from Author;+Manipulation of Images;+Unreliable Results;,2
2021,+Lack of Approval from Author;+Removed;,2
2021,+Lack of IRB/IACUC Approval;+Results Not Reproducible;+Unreliable Data;,2
2021,+Manipulation of Images;+Unreliable Data;+Unreliable Results;,2
2021,+Paper Mill;+Unreliable Data;+Unreliable Image;+Unreliable Results;,2
2021,+Results Not Reproducible;+Unreliable Data;,2
2021,+Results Not Reproducible;+Unreliable Data;+Upgrade/Update of Prior Notice;,2
2021,+Results Not Reproducible;+Unreliable Results;,2
2021,+Temporary Removal;+Removed;,2
2021,+Unreliable Results;,2
2021,+Withdrawn to Publish in Different Journal;,2
2021,+Author Unresponsive;+Breach of Policy by Author;+Date of Retraction/Other Unknown;+Lack of Approval from Third Party;+Original Data not Provided;,1
2021,+Author Unresponsive;+Cites Retracted Work;+Concerns/Issues About Data;+Concerns/Issues about Third Party Involvement;,1
2021,+Author Unresponsive;+Cites Retracted Work;+Unreliable Results;,1
2021,+Author Unresponsive;+Concerns/Issues About Authorship/Affiliation;+Concerns/Issues About Data;+Concerns/Issues About Image;+Concerns/Issues About Results;,1
2021,+Author Unresponsive;+Concerns/Issues About Authorship/Affiliation;+Concerns/Issues About Data;+Paper Mill;,1
2021,+Author Unresponsive;+Concerns/Issues About Data;,1
2021,+Author Unresponsive;+Concerns/Issues About Data;+Concerns/Issues About Image;+Duplication of Image;+Investigation by Third Party;+Paper Mill;,1
2021,+Author Unresponsive;+Concerns/Issues About Data;+Concerns/Issues About Image;+Duplication of Image;+Manipulation of Images;+Original Data not Provided;,1
